source_path,output_path,recipe,severity,app_or_pipeline,label,capture_device,capture_date,repeat_id,pipeline_variant,source_selection_id,notes
data/raw/mini_cure_or/test/13724.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/13724.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,,,rep_02,,rtv03_baseball_06,
data/raw/mini_cure_or/test/13724.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/13724.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,,,rep_01,,rtv03_baseball_06,
data/raw/mini_cure_or/test/13724.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/13724.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,,,rep_02,,rtv03_baseball_06,
data/raw/mini_cure_or/test/13724.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/13724.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,,,rep_01,,rtv03_baseball_06,
data/raw/mini_cure_or/test/13724.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/13724.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,,,rep_02,,rtv03_baseball_06,
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/14773.jpg,messenger_upload_download,real,Messenger upload/download,baseball,,,rep_01,,rtv03_baseball_07,
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/14773.jpg,messenger_upload_download,real,Messenger upload/download,baseball,,,rep_02,,rtv03_baseball_07,
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/14773.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,,,rep_01,,rtv03_baseball_07,
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/14773.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,,,rep_02,,rtv03_baseball_07,
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/14773.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,,,rep_01,,rtv03_baseball_07,
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/14773.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,,,rep_02,,rtv03_baseball_07,
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/14773.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,,,rep_01,,rtv03_baseball_07,
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/14773.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,,,rep_02,,rtv03_baseball_07,
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/15024.jpg,messenger_upload_download,real,Messenger upload/download,baseball,,,rep_01,,rtv03_baseball_08,
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/15024.jpg,messenger_upload_download,real,Messenger upload/download,baseball,,,rep_02,,rtv03_baseball_08,
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15024.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,,,rep_01,,rtv03_baseball_08,
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/15024.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,,,rep_02,,rtv03_baseball_08,
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/15024.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,,,rep_01,,rtv03_baseball_08,
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/15024.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,,,rep_02,,rtv03_baseball_08,
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/15024.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,,,rep_01,,rtv03_baseball_08,
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/15024.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,,,rep_02,,rtv03_baseball_08,
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/15309.jpg,messenger_upload_download,real,Messenger upload/download,baseball,,,rep_01,,rtv03_baseball_09,
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/15309.jpg,messenger_upload_download,real,Messenger upload/download,baseball,,,rep_02,,rtv03_baseball_09,
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15309.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,,,rep_01,,rtv03_baseball_09,
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/15309.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,,,rep_02,,rtv03_baseball_09,
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/15309.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,,,rep_01,,rtv03_baseball_09,
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/15309.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,,,rep_02,,rtv03_baseball_09,
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/15309.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,,,rep_01,,rtv03_baseball_09,
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/15309.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,,,rep_02,,rtv03_baseball_09,
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/15621.jpg,messenger_upload_download,real,Messenger upload/download,baseball,,,rep_01,,rtv03_baseball_10,
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/15621.jpg,messenger_upload_download,real,Messenger upload/download,baseball,,,rep_02,,rtv03_baseball_10,
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15621.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,,,rep_01,,rtv03_baseball_10,
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/15621.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,,,rep_02,,rtv03_baseball_10,
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/15621.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,,,rep_01,,rtv03_baseball_10,
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/15621.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,,,rep_02,,rtv03_baseball_10,
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/15621.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,,,rep_01,,rtv03_baseball_10,
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/15621.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,,,rep_02,,rtv03_baseball_10,
data/raw/mini_cure_or/test/14220.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/14220.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_04,
data/raw/mini_cure_or/test/14220.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/14220.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_04,
data/raw/mini_cure_or/test/14220.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/14220.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_04,
data/raw/mini_cure_or/test/14220.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/14220.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_04,
data/raw/mini_cure_or/test/14220.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/14220.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_04,
data/raw/mini_cure_or/test/14220.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/14220.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_04,
data/raw/mini_cure_or/test/14220.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/14220.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_04,
data/raw/mini_cure_or/test/14220.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/14220.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_04,
data/raw/mini_cure_or/test/14405.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/14405.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_05,
data/raw/mini_cure_or/test/14405.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/14405.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_05,
data/raw/mini_cure_or/test/14405.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/14405.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_05,
data/raw/mini_cure_or/test/14405.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/14405.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_05,
data/raw/mini_cure_or/test/14405.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/14405.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_05,
data/raw/mini_cure_or/test/14405.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/14405.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_05,
data/raw/mini_cure_or/test/14405.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/14405.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_05,
data/raw/mini_cure_or/test/14405.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/14405.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_05,
data/raw/mini_cure_or/test/14978.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/14978.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_06,
data/raw/mini_cure_or/test/14978.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/14978.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_06,
data/raw/mini_cure_or/test/14978.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/14978.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_06,
data/raw/mini_cure_or/test/14978.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/14978.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_06,
data/raw/mini_cure_or/test/14978.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/14978.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_06,
data/raw/mini_cure_or/test/14978.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/14978.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_06,
data/raw/mini_cure_or/test/14978.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/14978.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_06,
data/raw/mini_cure_or/test/14978.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/14978.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_06,
data/raw/mini_cure_or/test/15012.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/15012.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_07,
data/raw/mini_cure_or/test/15012.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/15012.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_07,
data/raw/mini_cure_or/test/15012.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15012.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_07,
data/raw/mini_cure_or/test/15012.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/15012.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_07,
data/raw/mini_cure_or/test/15012.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/15012.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_07,
data/raw/mini_cure_or/test/15012.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/15012.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_07,
data/raw/mini_cure_or/test/15012.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/15012.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_07,
data/raw/mini_cure_or/test/15012.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/15012.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_07,
data/raw/mini_cure_or/test/15207.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/15207.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_08,
data/raw/mini_cure_or/test/15207.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/15207.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_08,
data/raw/mini_cure_or/test/15207.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15207.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_08,
data/raw/mini_cure_or/test/15207.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/15207.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_08,
data/raw/mini_cure_or/test/15207.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/15207.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_08,
data/raw/mini_cure_or/test/15207.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/15207.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_08,
data/raw/mini_cure_or/test/15207.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/15207.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_08,
data/raw/mini_cure_or/test/15207.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/15207.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_08,
data/raw/mini_cure_or/test/15222.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/15222.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_09,
data/raw/mini_cure_or/test/15222.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/15222.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_09,
data/raw/mini_cure_or/test/15222.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15222.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_09,
data/raw/mini_cure_or/test/15222.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/15222.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_09,
data/raw/mini_cure_or/test/15222.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/15222.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_09,
data/raw/mini_cure_or/test/15222.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/15222.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_09,
data/raw/mini_cure_or/test/15222.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/15222.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_09,
data/raw/mini_cure_or/test/15222.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/15222.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_09,
data/raw/mini_cure_or/test/15381.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/15381.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_10,
data/raw/mini_cure_or/test/15381.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/15381.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_10,
data/raw/mini_cure_or/test/15381.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15381.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_10,
data/raw/mini_cure_or/test/15381.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/15381.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_10,
data/raw/mini_cure_or/test/15381.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/15381.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_10,
data/raw/mini_cure_or/test/15381.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/15381.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_10,
data/raw/mini_cure_or/test/15381.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/15381.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,,,rep_01,,rtv03_calcium_bottle_10,
data/raw/mini_cure_or/test/15381.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/15381.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,,,rep_02,,rtv03_calcium_bottle_10,
data/raw/mini_cure_or/test/13124.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/13124.jpg,messenger_upload_download,real,Messenger upload/download,canon_camera,,,rep_01,,rtv03_canon_camera_04,
data/raw/mini_cure_or/test/13124.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/13124.jpg,messenger_upload_download,real,Messenger upload/download,canon_camera,,,rep_02,,rtv03_canon_camera_04,
data/raw/mini_cure_or/test/13124.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13124.jpg,phone_screenshot_resave,real,Phone screenshot/resave,canon_camera,,,rep_01,,rtv03_canon_camera_04,
data/raw/mini_cure_or/test/13124.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/13124.jpg,phone_screenshot_resave,real,Phone screenshot/resave,canon_camera,,,rep_02,,rtv03_canon_camera_04,
data/raw/mini_cure_or/test/13124.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/13124.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,canon_camera,,,rep_01,,rtv03_canon_camera_04,
data/raw/mini_cure_or/test/13124.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/13124.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,canon_camera,,,rep_02,,rtv03_canon_camera_04,
data/raw/mini_cure_or/test/13124.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/13124.jpg,social_app_resave,real,Social-app upload/preview/resave,canon_camera,,,rep_01,,rtv03_canon_camera_04,
data/raw/mini_cure_or/test/13124.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/13124.jpg,social_app_resave,real,Social-app upload/preview/resave,canon_camera,,,rep_02,,rtv03_canon_camera_04,
data/raw/mini_cure_or/test/13641.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/13641.jpg,messenger_upload_download,real,Messenger upload/download,canon_camera,,,rep_01,,rtv03_canon_camera_05,
data/raw/mini_cure_or/test/13641.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/13641.jpg,messenger_upload_download,real,Messenger upload/download,canon_camera,,,rep_02,,rtv03_canon_camera_05,
data/raw/mini_cure_or/test/13641.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13641.jpg,phone_screenshot_resave,real,Phone screenshot/resave,canon_camera,,,rep_01,,rtv03_canon_camera_05,
data/raw/mini_cure_or/test/13641.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/13641.jpg,phone_screenshot_resave,real,Phone screenshot/resave,canon_camera,,,rep_02,,rtv03_canon_camera_05,
data/raw/mini_cure_or/test/13641.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/13641.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,canon_camera,,,rep_01,,rtv03_canon_camera_05,
data/raw/mini_cure_or/test/13641.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/13641.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,canon_camera,,,rep_02,,rtv03_canon_camera_05,
data/raw/mini_cure_or/test/13641.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/13641.jpg,social_app_resave,real,Social-app upload/preview/resave,canon_camera,,,rep_01,,rtv03_canon_camera_05,
data/raw/mini_cure_or/test/13641.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/13641.jpg,social_app_resave,real,Social-app upload/preview/resave,canon_camera,,,rep_02,,rtv03_canon_camera_05,
data/raw/mini_cure_or/test/13924.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/13924.jpg,messenger_upload_download,real,Messenger upload/download,canon_camera,,,rep_01,,rtv03_canon_camera_06,
