source_path,output_path,recipe,severity,app_or_pipeline,label,capture_device,capture_date,repeat_id,pipeline_variant,source_selection_id,notes
data/raw/mini_cure_or/test/11059.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/11059.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_01,iPhone screenshot/resave,rtv03_baseball_02,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11059.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/11059.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_02,iPhone screenshot/resave,rtv03_baseball_02,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11059.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/11059.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_01,FaceTime,rtv03_baseball_02,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11059.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/11059.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_02,FaceTime,rtv03_baseball_02,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11059.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/11059.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_01,Instagram,rtv03_baseball_02,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11059.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/11059.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_02,Instagram,rtv03_baseball_02,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11442.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/11442.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_01,WhatsApp,rtv03_baseball_03,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11442.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/11442.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_02,WhatsApp,rtv03_baseball_03,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11442.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/11442.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_01,iPhone screenshot/resave,rtv03_baseball_03,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11442.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/11442.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_02,iPhone screenshot/resave,rtv03_baseball_03,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11442.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/11442.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_01,FaceTime,rtv03_baseball_03,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11442.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/11442.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_02,FaceTime,rtv03_baseball_03,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11442.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/11442.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_01,Instagram,rtv03_baseball_03,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11442.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/11442.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_02,Instagram,rtv03_baseball_03,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11677.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/11677.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_01,WhatsApp,rtv03_baseball_04,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11677.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/11677.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_02,WhatsApp,rtv03_baseball_04,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11677.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/11677.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_01,iPhone screenshot/resave,rtv03_baseball_04,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11677.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/11677.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_02,iPhone screenshot/resave,rtv03_baseball_04,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11677.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/11677.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_01,FaceTime,rtv03_baseball_04,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11677.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/11677.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_02,FaceTime,rtv03_baseball_04,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11677.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/11677.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_01,Instagram,rtv03_baseball_04,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11677.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/11677.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_02,Instagram,rtv03_baseball_04,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13590.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/13590.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_01,WhatsApp,rtv03_baseball_05,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13590.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/13590.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_02,WhatsApp,rtv03_baseball_05,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13590.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13590.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_01,iPhone screenshot/resave,rtv03_baseball_05,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13590.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/13590.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_02,iPhone screenshot/resave,rtv03_baseball_05,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13590.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/13590.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_01,FaceTime,rtv03_baseball_05,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13590.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/13590.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_02,FaceTime,rtv03_baseball_05,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13590.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/13590.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_01,Instagram,rtv03_baseball_05,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13590.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/13590.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_02,Instagram,rtv03_baseball_05,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13724.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/13724.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_01,WhatsApp,rtv03_baseball_06,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13724.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/13724.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_02,WhatsApp,rtv03_baseball_06,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13724.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/13724.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_01,iPhone screenshot/resave,rtv03_baseball_06,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13724.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/13724.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_02,iPhone screenshot/resave,rtv03_baseball_06,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13724.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/13724.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_01,FaceTime,rtv03_baseball_06,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13724.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/13724.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_02,FaceTime,rtv03_baseball_06,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13724.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/13724.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_01,Instagram,rtv03_baseball_06,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/13724.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/13724.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_02,Instagram,rtv03_baseball_06,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/14773.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_01,WhatsApp,rtv03_baseball_07,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/14773.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_02,WhatsApp,rtv03_baseball_07,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/14773.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_01,iPhone screenshot/resave,rtv03_baseball_07,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/14773.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_02,iPhone screenshot/resave,rtv03_baseball_07,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/14773.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_01,FaceTime,rtv03_baseball_07,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/14773.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_02,FaceTime,rtv03_baseball_07,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/14773.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_01,Instagram,rtv03_baseball_07,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/14773.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/14773.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_02,Instagram,rtv03_baseball_07,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/15024.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_01,WhatsApp,rtv03_baseball_08,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/15024.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_02,WhatsApp,rtv03_baseball_08,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15024.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_01,iPhone screenshot/resave,rtv03_baseball_08,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/15024.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_02,iPhone screenshot/resave,rtv03_baseball_08,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/15024.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_01,FaceTime,rtv03_baseball_08,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/15024.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_02,FaceTime,rtv03_baseball_08,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/15024.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_01,Instagram,rtv03_baseball_08,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15024.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/15024.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_02,Instagram,rtv03_baseball_08,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/15309.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_01,WhatsApp,rtv03_baseball_09,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/15309.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_02,WhatsApp,rtv03_baseball_09,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15309.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_01,iPhone screenshot/resave,rtv03_baseball_09,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/15309.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_02,iPhone screenshot/resave,rtv03_baseball_09,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/15309.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_01,FaceTime,rtv03_baseball_09,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/15309.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_02,FaceTime,rtv03_baseball_09,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/15309.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_01,Instagram,rtv03_baseball_09,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15309.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/15309.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_02,Instagram,rtv03_baseball_09,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/15621.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_01,WhatsApp,rtv03_baseball_10,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/15621.jpg,messenger_upload_download,real,Messenger upload/download,baseball,iPhone 15 Pro,,rep_02,WhatsApp,rtv03_baseball_10,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/15621.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_01,iPhone screenshot/resave,rtv03_baseball_10,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/15621.jpg,phone_screenshot_resave,real,Phone screenshot/resave,baseball,iPhone 15 Pro,,rep_02,iPhone screenshot/resave,rtv03_baseball_10,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/15621.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_01,FaceTime,rtv03_baseball_10,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/15621.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,baseball,iPhone 15 Pro,,rep_02,FaceTime,rtv03_baseball_10,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/15621.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_01,Instagram,rtv03_baseball_10,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/15621.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/15621.jpg,social_app_resave,real,Social-app upload/preview/resave,baseball,iPhone 15 Pro,,rep_02,Instagram,rtv03_baseball_10,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11247.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/11247.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,iPhone 15 Pro,,rep_01,WhatsApp,rtv03_calcium_bottle_01,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11247.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/11247.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,iPhone 15 Pro,,rep_02,WhatsApp,rtv03_calcium_bottle_01,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11247.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/11247.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,iPhone 15 Pro,,rep_01,iPhone screenshot/resave,rtv03_calcium_bottle_01,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11247.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/11247.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,iPhone 15 Pro,,rep_02,iPhone screenshot/resave,rtv03_calcium_bottle_01,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11247.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/11247.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,iPhone 15 Pro,,rep_01,FaceTime,rtv03_calcium_bottle_01,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11247.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_02/11247.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,iPhone 15 Pro,,rep_02,FaceTime,rtv03_calcium_bottle_01,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11247.jpg,data/real_transfer/v03/images/social_app_resave/rep_01/11247.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,iPhone 15 Pro,,rep_01,Instagram,rtv03_calcium_bottle_01,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/11247.jpg,data/real_transfer/v03/images/social_app_resave/rep_02/11247.jpg,social_app_resave,real,Social-app upload/preview/resave,calcium_bottle,iPhone 15 Pro,,rep_02,Instagram,rtv03_calcium_bottle_01,Instagram upload/preview/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/12815.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_01/12815.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,iPhone 15 Pro,,rep_01,WhatsApp,rtv03_calcium_bottle_02,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/12815.jpg,data/real_transfer/v03/images/messenger_upload_download/rep_02/12815.jpg,messenger_upload_download,real,Messenger upload/download,calcium_bottle,iPhone 15 Pro,,rep_02,WhatsApp,rtv03_calcium_bottle_02,WhatsApp upload/download; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/12815.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_01/12815.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,iPhone 15 Pro,,rep_01,iPhone screenshot/resave,rtv03_calcium_bottle_02,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/12815.jpg,data/real_transfer/v03/images/phone_screenshot_resave/rep_02/12815.jpg,phone_screenshot_resave,real,Phone screenshot/resave,calcium_bottle,iPhone 15 Pro,,rep_02,iPhone screenshot/resave,rtv03_calcium_bottle_02,Phone screenshot/resave; collector reported iPhone 15 Pro.
data/raw/mini_cure_or/test/12815.jpg,data/real_transfer/v03/images/video_call_frame_capture/rep_01/12815.jpg,video_call_frame_capture,real,Video-call or screen-share frame capture,calcium_bottle,iPhone 15 Pro,,rep_01,FaceTime,rtv03_calcium_bottle_02,FaceTime video-call/frame capture; collector reported iPhone 15 Pro.
